"No","Time1","Pressure1","","No","Time2","Pressure2"
"1216","3/20/2024 9:36","51.087","","1216","3/20/2024 11:39","6.475"
"1217","3/20/2024 9:36","51.088","","1217","3/20/2024 11:39","6.476"
"1218","3/20/2024 9:37","51.091","","1218","3/20/2024 11:39","6.477"
"1219","3/20/2024 9:37","51.088","","1219","3/20/2024 11:39","17.397"
"1220","3/20/2024 9:37","51.088","","1220","3/20/2024 11:39","6.478"
"1221","3/20/2024 9:37","51.086","","1221","3/20/2024 11:39","5.62"
"1222","3/20/2024 9:37","51.088","","1222","3/20/2024 11:39","6.475"
"1223","3/20/2024 9:37","51.091","","1223","3/20/2024 11:39","6.479"
"1224","3/20/2024 9:37","51.088","","1224","3/20/2024 11:39","6.477"
"1225","3/20/2024 9:37","51.085","","1225","3/20/2024 11:39","6.477"
"1226","3/20/2024 9:37","51.083","","1226","3/20/2024 11:39","6.474"
"1227","3/20/2024 9:37","51.083","","1227","3/20/2024 11:39","6.472"
"1228","3/20/2024 9:37","51.083","","1228","3/20/2024 11:39","6.474"
"1229","3/20/2024 9:37","51.084","","1229","3/20/2024 11:39","6.473"
"1230","3/20/2024 9:37","51.085","","1230","3/20/2024 11:39","6.471"
"1231","3/20/2024 9:37","51.085","","1231","3/20/2024 11:39","6.473"
"1232","3/20/2024 9:37","51.084","","1232","3/20/2024 11:39","6.477"
"1233","3/20/2024 9:37","51.082","","1233","3/20/2024 11:39","6.471"
"1234","3/20/2024 9:37","51.081","","1234","3/20/2024 11:39","6.472"
"1235","3/20/2024 9:37","51.085","","1235","3/20/2024 11:39","6.472"
"1236","3/20/2024 9:37","51.085","","1236","3/20/2024 11:39","6.474"
"1237","3/20/2024 9:37","51.085","","1237","3/20/2024 11:39","6.472"
"1238","3/20/2024 9:37","51.081","","1238","3/20/2024 11:39","6.473"
"1239","3/20/2024 9:37","51.085","","1239","3/20/2024 11:39","6.473"
"1240","3/20/2024 9:37","51.082","","1240","3/20/2024 11:39","6.472"
"1241","3/20/2024 9:37","51.084","","1241","3/20/2024 11:39","5.619"
"1242","3/20/2024 9:37","51.08","","1242","3/20/2024 11:39","6.477"
"1243","3/20/2024 9:37","51.082","","1243","3/20/2024 11:39","6.48"
"1244","3/20/2024 9:37","51.08","","1244","3/20/2024 11:40","6.476"
"1245","3/20/2024 9:37","51.081","","1245","3/20/2024 11:40","6.476"
"1246","3/20/2024 9:37","51.079","","1246","3/20/2024 11:40","6.476"
"1247","3/20/2024 9:37","51.079","","1247","3/20/2024 11:40","6.477"
"1248","3/20/2024 9:37","51.079","","1248","3/20/2024 11:40","6.477"
"1249","3/20/2024 9:37","51.078","","1249","3/20/2024 11:40","6.479"
"1250","3/20/2024 9:37","51.076","","1250","3/20/2024 11:40","6.479"
"1251","3/20/2024 9:37","51.078","","1251","3/20/2024 11:40","6.478"
"1252","3/20/2024 9:37","51.077","","1252","3/20/2024 11:40","6.477"
"1253","3/20/2024 9:37","51.078","","1253","3/20/2024 11:40","6.476"
"1254","3/20/2024 9:37","51.078","","1254","3/20/2024 11:40","6.472"
"1255","3/20/2024 9:37","51.077","","1255","3/20/2024 11:40","6.471"
"1256","3/20/2024 9:37","51.075","","1256","3/20/2024 11:40","6.474"
"1257","3/20/2024 9:37","51.078","","1257","3/20/2024 11:40","6.476"
"1258","3/20/2024 9:37","51.076","","1258","3/20/2024 11:40","6.473"
"1259","3/20/2024 9:37","51.074","","1259","3/20/2024 11:40","6.475"
"1260","3/20/2024 9:37","51.075","","1260","3/20/2024 11:40","6.476"
"1261","3/20/2024 9:37","51.077","","1261","3/20/2024 11:40","6.476"
"1262","3/20/2024 9:37","51.076","","1262","3/20/2024 11:40","6.474"
"1263","3/20/2024 9:37","51.077","","1263","3/20/2024 11:40","6.474"
"1264","3/20/2024 9:37","51.077","","1264","3/20/2024 11:40","6.477"
"1265","3/20/2024 9:37","51.076","","1265","3/20/2024 11:40","6.473"
"1266","3/20/2024 9:37","51.076","","1266","3/20/2024 11:40","6.473"
"1267","3/20/2024 9:37","51.077","","1267","3/20/2024 11:40","6.473"
"1268","3/20/2024 9:37","51.077","","1268","3/20/2024 11:40","6.473"
"1269","3/20/2024 9:37","51.077","","1269","3/20/2024 11:40","6.473"
"1270","3/20/2024 9:37","51.078","","1270","3/20/2024 11:40","6.475"
"1271","3/20/2024 9:37","51.075","","1271","3/20/2024 11:40","6.478"
"1272","3/20/2024 9:37","51.075","","1272","3/20/2024 11:40","6.478"
"1273","3/20/2024 9:37","51.076","","1273","3/20/2024 11:40","6.475"
"1274","3/20/2024 9:37","51.074","","1274","3/20/2024 11:40","6.474"
"1275","3/20/2024 9:37","51.072","","1275","3/20/2024 11:40","6.477"
"1276","3/20/2024 9:37","51.072","","1276","3/20/2024 11:40","6.476"
"1277","3/20/2024 9:38","51.073","","1277","3/20/2024 11:40","6.477"
"1278","3/20/2024 9:38","51.072","","1278","3/20/2024 11:40","6.477"
"1279","3/20/2024 9:38","51.067","","1279","3/20/2024 11:40","6.475"
"1280","3/20/2024 9:38","51.069","","1280","3/20/2024 11:40","6.475"
"1281","3/20/2024 9:38","51.069","","1281","3/20/2024 11:40","6.474"
"1282","3/20/2024 9:38","51.07","","1282","3/20/2024 11:40","6.471"
"1283","3/20/2024 9:38","51.069","","1283","3/20/2024 11:40","6.475"
"1284","3/20/2024 9:38","51.069","","1284","3/20/2024 11:40","6.473"
"1285","3/20/2024 9:38","51.066","","1285","3/20/2024 11:40","6.474"
"1286","3/20/2024 9:38","51.068","","1286","3/20/2024 11:40","6.478"
"1287","3/20/2024 9:38","51.072","","1287","3/20/2024 11:40","6.476"
"1288","3/20/2024 9:38","51.07","","1288","3/20/2024 11:40","6.475"
"1289","3/20/2024 9:38","51.066","","1289","3/20/2024 11:40","6.471"
"1290","3/20/2024 9:38","51.066","","1290","3/20/2024 11:40","6.47"
"1291","3/20/2024 9:38","51.067","","1291","3/20/2024 11:40","6.474"
"1292","3/20/2024 9:38","51.067","","1292","3/20/2024 11:40","6.476"
"1293","3/20/2024 9:38","51.066","","1293","3/20/2024 11:40","6.473"
"1294","3/20/2024 9:38","51.067","","1294","3/20/2024 11:40","6.474"
"1295","3/20/2024 9:38","51.067","","1295","3/20/2024 11:40","6.474"
"1296","3/20/2024 9:38","51.069","","1296","3/20/2024 11:40","6.473"
"1297","3/20/2024 9:38","51.068","","1297","3/20/2024 11:40","6.476"
"1298","3/20/2024 9:38","51.066","","1298","3/20/2024 11:40","6.475"
"1299","3/20/2024 9:38","51.066","","1299","3/20/2024 11:40","6.474"
"1300","3/20/2024 9:38","51.064","","1300","3/20/2024 11:40","6.472"
"1301","3/20/2024 9:38","51.064","","1301","3/20/2024 11:40","6.47"
"1302","3/20/2024 9:38","51.065","","1302","3/20/2024 11:40","6.471"
"1303","3/20/2024 9:38","51.065","","1303","3/20/2024 11:41","6.47"
"1304","3/20/2024 9:38","51.068","","1304","3/20/2024 11:41","6.471"
"1305","3/20/2024 9:38","51.066","","1305","3/20/2024 11:41","6.472"
"1306","3/20/2024 9:38","51.065","","1306","3/20/2024 11:41","6.472"
"1307","3/20/2024 9:38","51.065","","1307","3/20/2024 11:41","6.472"
"1308","3/20/2024 9:38","51.065","","1308","3/20/2024 11:41","6.471"
"1309","3/20/2024 9:38","51.067","","1309","3/20/2024 11:41","6.47"
"1310","3/20/2024 9:38","51.063","","1310","3/20/2024 11:41","6.471"
"1311","3/20/2024 9:38","51.062","","1311","3/20/2024 11:41","6.472"
"1312","3/20/2024 9:38","51.061","","1312","3/20/2024 11:41","6.472"
"1313","3/20/2024 9:38","51.064","","1313","3/20/2024 11:41","6.475"
"1314","3/20/2024 9:38","51.063","","1314","3/20/2024 11:41","6.474"
"1315","3/20/2024 9:38","51.063","","1315","3/20/2024 11:41","6.472"
"1316","3/20/2024 9:38","51.062","","1316","3/20/2024 11:41","6.47"
"1317","3/20/2024 9:38","51.065","","1317","3/20/2024 11:41","6.475"
"1318","3/20/2024 9:38","51.066","","1318","3/20/2024 11:41","6.475"
"1319","3/20/2024 9:38","51.068","","1319","3/20/2024 11:41","6.471"
"1320","3/20/2024 9:38","51.066","","1320","3/20/2024 11:41","6.471"
"1321","3/20/2024 9:38","51.062","","1321","3/20/2024 11:41","6.472"
"1322","3/20/2024 9:38","51.061","","1322","3/20/2024 11:41","6.473"
"1323","3/20/2024 9:38","51.061","","1323","3/20/2024 11:41","6.473"
"1324","3/20/2024 9:38","51.062","","1324","3/20/2024 11:41","6.47"
"1325","3/20/2024 9:38","51.062","","1325","3/20/2024 11:41","6.473"
"1326","3/20/2024 9:38","51.059","","1326","3/20/2024 11:41","6.474"
"1327","3/20/2024 9:38","51.061","","1327","3/20/2024 11:41","6.472"
"1328","3/20/2024 9:38","51.062","","1328","3/20/2024 11:41","6.473"
"1329","3/20/2024 9:38","51.061","","1329","3/20/2024 11:41","6.471"
"1330","3/20/2024 9:38","51.059","","1330","3/20/2024 11:41","6.47"
"1331","3/20/2024 9:38","51.059","","1331","3/20/2024 11:41","6.471"
"1332","3/20/2024 9:38","51.059","","1332","3/20/2024 11:41","6.471"
"1333","3/20/2024 9:38","51.059","","1333","3/20/2024 11:41","6.469"
"1334","3/20/2024 9:38","51.059","","1334","3/20/2024 11:41","6.471"
"1335","3/20/2024 9:38","51.061","","1335","3/20/2024 11:41","6.469"
"1336","3/20/2024 9:38","51.059","","1336","3/20/2024 11:41","6.472"
"1337","3/20/2024 9:39","51.06","","1337","3/20/2024 11:41","6.471"
"1338","3/20/2024 9:39","51.059","","1338","3/20/2024 11:41","6.473"
"1339","3/20/2024 9:39","51.062","","1339","3/20/2024 11:41","6.474"
"1340","3/20/2024 9:39","51.059","","1340","3/20/2024 11:41","6.473"
"1341","3/20/2024 9:39","51.06","","1341","3/20/2024 11:41","6.472"
"1342","3/20/2024 9:39","51.056","","1342","3/20/2024 11:41","6.473"
"1343","3/20/2024 9:39","51.057","","1343","3/20/2024 11:41","6.475"
"1344","3/20/2024 9:39","51.057","","1344","3/20/2024 11:41","6.472"
"1345","3/20/2024 9:39","51.059","","1345","3/20/2024 11:41","6.472"
"1346","3/20/2024 9:39","51.06","","1346","3/20/2024 11:41","6.475"
"1347","3/20/2024 9:39","51.059","","1347","3/20/2024 11:41","6.475"
"1348","3/20/2024 9:39","51.059","","1348","3/20/2024 11:41","6.473"
"1349","3/20/2024 9:39","51.061","","1349","3/20/2024 11:41","6.475"
"1350","3/20/2024 9:39","51.061","","1350","3/20/2024 11:41","6.476"
"1351","3/20/2024 9:39","51.056","","1351","3/20/2024 11:41","6.475"
"1352","3/20/2024 9:39","51.057","","1352","3/20/2024 11:41","6.474"
"1353","3/20/2024 9:39","51.057","","1353","3/20/2024 11:41","6.478"
"1354","3/20/2024 9:39","51.059","","1354","3/20/2024 11:41","6.477"
"1355","3/20/2024 9:39","51.059","","1355","3/20/2024 11:41","6.478"
"1356","3/20/2024 9:39","51.059","","1356","3/20/2024 11:41","6.477"
"1357","3/20/2024 9:39","51.058","","1357","3/20/2024 11:41","6.477"
"1358","3/20/2024 9:39","51.058","","1358","3/20/2024 11:41","6.48"
"1359","3/20/2024 9:39","51.059","","1359","3/20/2024 11:41","6.478"
"1360","3/20/2024 9:39","51.057","","1360","3/20/2024 11:41","6.479"
"1361","3/20/2024 9:39","51.054","","1361","3/20/2024 11:41","6.479"
"1362","3/20/2024 9:39","51.055","","1362","3/20/2024 11:42","6.479"
"1363","3/20/2024 9:39","51.057","","1363","3/20/2024 11:42","6.478"
"1364","3/20/2024 9:39","51.056","","1364","3/20/2024 11:42","6.475"
"1365","3/20/2024 9:39","51.059","","1365","3/20/2024 11:42","6.476"
"1366","3/20/2024 9:39","51.06","","1366","3/20/2024 11:42","6.474"
"1367","3/20/2024 9:39","51.059","","1367","3/20/2024 11:42","6.476"
"1368","3/20/2024 9:39","51.054","","1368","3/20/2024 11:42","6.475"
"1369","3/20/2024 9:39","51.054","","1369","3/20/2024 11:42","6.477"
"1370","3/20/2024 9:39","51.055","","1370","3/20/2024 11:42","6.476"
"1371","3/20/2024 9:39","51.053","","1371","3/20/2024 11:42","6.477"
"1372","3/20/2024 9:39","51.053","","1372","3/20/2024 11:42","6.478"
"1373","3/20/2024 9:39","51.053","","1373","3/20/2024 11:42","6.476"
"1374","3/20/2024 9:39","51.054","","1374","3/20/2024 11:42","6.475"
"1375","3/20/2024 9:39","51.051","","1375","3/20/2024 11:42","6.474"
"1376","3/20/2024 9:39","51.052","","1376","3/20/2024 11:42","6.474"
"1377","3/20/2024 9:39","51.056","","1377","3/20/2024 11:42","6.477"
"1378","3/20/2024 9:39","51.054","","1378","3/20/2024 11:42","6.478"
"1379","3/20/2024 9:39","51.056","","1379","3/20/2024 11:42","6.476"
"1380","3/20/2024 9:39","51.054","","1380","3/20/2024 11:42","6.475"
"1381","3/20/2024 9:39","51.057","","1381","3/20/2024 11:42","6.476"
"1382","3/20/2024 9:39","51.055","","1382","3/20/2024 11:42","6.474"
"1383","3/20/2024 9:39","51.057","","1383","3/20/2024 11:42","6.472"
"1384","3/20/2024 9:39","51.059","","1384","3/20/2024 11:42","6.471"
"1385","3/20/2024 9:39","51.06","","1385","3/20/2024 11:42","6.472"
"1386","3/20/2024 9:39","51.058","","1386","3/20/2024 11:42","6.472"
"1387","3/20/2024 9:39","51.061","","1387","3/20/2024 11:42","6.475"
"1388","3/20/2024 9:39","51.061","","1388","3/20/2024 11:42","6.476"
"1389","3/20/2024 9:39","51.057","","1389","3/20/2024 11:42","6.475"
"1390","3/20/2024 9:39","51.059","","1390","3/20/2024 11:42","6.475"
"1391","3/20/2024 9:39","51.058","","1391","3/20/2024 11:42","6.477"
"1392","3/20/2024 9:39","51.06","","1392","3/20/2024 11:42","6.477"
"1393","3/20/2024 9:39","51.06","","1393","3/20/2024 11:42","6.478"
"1394","3/20/2024 9:39","51.061","","1394","3/20/2024 11:42","6.477"
"1395","3/20/2024 9:39","51.058","","1395","3/20/2024 11:42","6.477"
"1396","3/20/2024 9:40","51.06","","1396","3/20/2024 11:42","6.475"
"1397","3/20/2024 9:40","51.057","","1397","3/20/2024 11:42","6.475"
"1398","3/20/2024 9:40","51.057","","1398","3/20/2024 11:42","6.474"
"1399","3/20/2024 9:40","51.058","","1399","3/20/2024 11:42","6.471"
"1400","3/20/2024 9:40","51.058","","1400","3/20/2024 11:42","6.473"
"1401","3/20/2024 9:40","51.057","","1401","3/20/2024 11:42","6.471"
"1402","3/20/2024 9:40","51.056","","1402","3/20/2024 11:42","6.473"
"1403","3/20/2024 9:40","51.055","","1403","3/20/2024 11:42","6.474"
"1404","3/20/2024 9:40","51.057","","1404","3/20/2024 11:42","6.476"
"1405","3/20/2024 9:40","51.06","","1405","3/20/2024 11:42","6.475"
"1406","3/20/2024 9:40","51.058","","1406","3/20/2024 11:42","6.475"
"1407","3/20/2024 9:40","51.058","","1407","3/20/2024 11:42","6.475"
"1408","3/20/2024 9:40","51.058","","1408","3/20/2024 11:42","6.476"
"1409","3/20/2024 9:40","51.059","","1409","3/20/2024 11:42","6.477"
"1410","3/20/2024 9:40","51.056","","1410","3/20/2024 11:42","6.475"
"1411","3/20/2024 9:40","51.057","","1411","3/20/2024 11:42","6.478"
"1412","3/20/2024 9:40","51.057","","1412","3/20/2024 11:42","6.475"
"1413","3/20/2024 9:40","51.057","","1413","3/20/2024 11:42","6.477"
"1414","3/20/2024 9:40","51.056","","1414","3/20/2024 11:42","6.478"
"1415","3/20/2024 9:40","51.054","","1415","3/20/2024 11:42","6.477"
"1416","3/20/2024 9:40","51.055","","1416","3/20/2024 11:42","6.478"
"1417","3/20/2024 9:40","51.053","","1417","3/20/2024 11:42","6.478"
"1418","3/20/2024 9:40","51.055","","1418","3/20/2024 11:42","6.477"
"1419","3/20/2024 9:40","51.054","","1419","3/20/2024 11:42","6.478"
"1420","3/20/2024 9:40","51.053","","1420","3/20/2024 11:42","6.477"
"1421","3/20/2024 9:40","51.05","","1421","3/20/2024 11:43","6.48"
"1422","3/20/2024 9:40","51.052","","1422","3/20/2024 11:43","6.477"
"1423","3/20/2024 9:40","51.054","","1423","3/20/2024 11:43","6.479"
"1424","3/20/2024 9:40","51.056","","1424","3/20/2024 11:43","6.476"
"1425","3/20/2024 9:40","51.055","","1425","3/20/2024 11:43","6.477"
"1426","3/20/2024 9:40","51.059","","1426","3/20/2024 11:43","6.477"
"1427","3/20/2024 9:40","51.058","","1427","3/20/2024 11:43","6.477"
"1428","3/20/2024 9:40","51.057","","1428","3/20/2024 11:43","6.481"
"1429","3/20/2024 9:40","51.058","","1429","3/20/2024 11:43","6.478"
"1430","3/20/2024 9:40","51.059","","1430","3/20/2024 11:43","6.475"
"1431","3/20/2024 9:40","51.057","","1431","3/20/2024 11:43","6.476"
"1432","3/20/2024 9:40","51.056","","1432","3/20/2024 11:43","6.477"
"1433","3/20/2024 9:40","51.055","","1433","3/20/2024 11:43","6.478"
"1434","3/20/2024 9:40","51.056","","1434","3/20/2024 11:43","6.478"
"1435","3/20/2024 9:40","51.056","","1435","3/20/2024 11:43","6.476"
"1436","3/20/2024 9:40","51.06","","1436","3/20/2024 11:43","6.477"
"1437","3/20/2024 9:40","51.057","","1437","3/20/2024 11:43","6.477"
"1438","3/20/2024 9:40","51.056","","1438","3/20/2024 11:43","6.476"
"1439","3/20/2024 9:40","51.059","","1439","3/20/2024 11:43","6.477"
"1440","3/20/2024 9:40","51.059","","1440","3/20/2024 11:43","6.478"
"1441","3/20/2024 9:40","51.056","","1441","3/20/2024 11:43","6.476"
"1442","3/20/2024 9:40","51.056","","1442","3/20/2024 11:43","6.475"
"1443","3/20/2024 9:40","51.055","","1443","3/20/2024 11:43","6.475"
"1444","3/20/2024 9:40","51.057","","1444","3/20/2024 11:43","6.477"
"1445","3/20/2024 9:40","51.057","","1445","3/20/2024 11:43","6.475"
"1446","3/20/2024 9:40","51.056","","1446","3/20/2024 11:43","6.479"
"1447","3/20/2024 9:40","51.056","","1447","3/20/2024 11:43","6.478"
"1448","3/20/2024 9:40","51.056","","1448","3/20/2024 11:43","6.478"
"1449","3/20/2024 9:40","51.057","","1449","3/20/2024 11:43","6.479"
"1450","3/20/2024 9:40","51.053","","1450","3/20/2024 11:43","6.48"
"1451","3/20/2024 9:40","51.053","","1451","3/20/2024 11:43","6.479"
"1452","3/20/2024 9:40","51.053","","1452","3/20/2024 11:43","6.479"
"1453","3/20/2024 9:40","51.055","","1453","3/20/2024 11:43","6.478"
"1454","3/20/2024 9:40","51.056","","1454","3/20/2024 11:43","6.48"
"1455","3/20/2024 9:40","51.057","","1455","3/20/2024 11:43","6.482"
"1456","3/20/2024 9:41","51.058","","1456","3/20/2024 11:43","6.486"
"1457","3/20/2024 9:41","51.054","","1457","3/20/2024 11:43","6.488"
"1458","3/20/2024 9:41","51.055","","1458","3/20/2024 11:43","6.486"
"1459","3/20/2024 9:41","51.056","","1459","3/20/2024 11:43","6.486"
"1460","3/20/2024 9:41","51.058","","1460","3/20/2024 11:43","6.485"
"1461","3/20/2024 9:41","51.057","","1461","3/20/2024 11:43","6.485"
"1462","3/20/2024 9:41","51.057","","1462","3/20/2024 11:43","6.484"
"1463","3/20/2024 9:41","51.059","","1463","3/20/2024 11:43","6.484"
"1464","3/20/2024 9:41","51.058","","1464","3/20/2024 11:43","6.481"
"1465","3/20/2024 9:41","51.057","","1465","3/20/2024 11:43","6.483"
"1466","3/20/2024 9:41","51.058","","1466","3/20/2024 11:43","6.483"
"1467","3/20/2024 9:41","51.059","","1467","3/20/2024 11:43","6.48"
"1468","3/20/2024 9:41","51.056","","1468","3/20/2024 11:43","6.479"
"1469","3/20/2024 9:41","51.056","","1469","3/20/2024 11:43","6.479"
"1470","3/20/2024 9:41","51.053","","1470","3/20/2024 11:43","6.482"
"1471","3/20/2024 9:41","51.056","","1471","3/20/2024 11:43","6.481"
"1472","3/20/2024 9:41","51.056","","1472","3/20/2024 11:43","6.48"
"1473","3/20/2024 9:41","51.054","","1473","3/20/2024 11:43","6.479"
"1474","3/20/2024 9:41","51.054","","1474","3/20/2024 11:43","6.481"
"1475","3/20/2024 9:41","51.054","","1475","3/20/2024 11:43","6.484"
"1476","3/20/2024 9:41","51.057","","1476","3/20/2024 11:43","6.48"
"1477","3/20/2024 9:41","51.056","","1477","3/20/2024 11:43","6.482"
"1478","3/20/2024 9:41","51.058","","1478","3/20/2024 11:43","6.479"
"1479","3/20/2024 9:41","51.059","","1479","3/20/2024 11:43","6.477"
"1480","3/20/2024 9:41","51.057","","1480","3/20/2024 11:44","6.483"
"1481","3/20/2024 9:41","51.056","","1481","3/20/2024 11:44","6.483"
"1482","3/20/2024 9:41","51.057","","1482","3/20/2024 11:44","6.483"
"1483","3/20/2024 9:41","51.057","","1483","3/20/2024 11:44","6.481"
"1484","3/20/2024 9:41","51.052","","1484","3/20/2024 11:44","6.481"
"1485","3/20/2024 9:41","51.051","","1485","3/20/2024 11:44","6.482"
"1486","3/20/2024 9:41","51.054","","1486","3/20/2024 11:44","6.481"
"1487","3/20/2024 9:41","51.052","","1487","3/20/2024 11:44","6.483"
"1488","3/20/2024 9:41","51.051","","1488","3/20/2024 11:44","6.483"
"1489","3/20/2024 9:41","51.051","","1489","3/20/2024 11:44","6.484"
"1490","3/20/2024 9:41","51.051","","1490","3/20/2024 11:44","6.485"
"1491","3/20/2024 9:41","51.05","","1491","3/20/2024 11:44","6.483"
"1492","3/20/2024 9:41","51.054","","1492","3/20/2024 11:44","6.483"
"1493","3/20/2024 9:41","51.053","","1493","3/20/2024 11:44","6.484"
"1494","3/20/2024 9:41","51.052","","1494","3/20/2024 11:44","6.483"
"1495","3/20/2024 9:41","51.052","","1495","3/20/2024 11:44","6.485"
"1496","3/20/2024 9:41","51.055","","1496","3/20/2024 11:44","6.484"
"1497","3/20/2024 9:41","51.054","","1497","3/20/2024 11:44","6.482"
"1498","3/20/2024 9:41","51.052","","1498","3/20/2024 11:44","6.482"
"1499","3/20/2024 9:41","51.053","","1499","3/20/2024 11:44","6.479"
"1500","3/20/2024 9:41","51.054","","1500","3/20/2024 11:44","6.481"
"1501","3/20/2024 9:41","51.055","","1501","3/20/2024 11:44","6.484"
"1502","3/20/2024 9:41","51.055","","1502","3/20/2024 11:44","6.482"
"1503","3/20/2024 9:41","51.058","","1503","3/20/2024 11:44","6.48"
"1504","3/20/2024 9:41","51.055","","1504","3/20/2024 11:44","6.48"
"1505","3/20/2024 9:41","51.05","","1505","3/20/2024 11:44","6.48"
"1506","3/20/2024 9:41","51.053","","1506","3/20/2024 11:44","6.48"
"1507","3/20/2024 9:41","51.054","","1507","3/20/2024 11:44","6.482"
"1508","3/20/2024 9:41","51.054","","1508","3/20/2024 11:44","6.48"
"1509","3/20/2024 9:41","51.054","","1509","3/20/2024 11:44","6.482"
"1510","3/20/2024 9:41","51.055","","1510","3/20/2024 11:44","6.484"
"1511","3/20/2024 9:41","51.049","","1511","3/20/2024 11:44","6.48"
"1512","3/20/2024 9:41","51.054","","1512","3/20/2024 11:44","6.483"
"1513","3/20/2024 9:41","51.05","","1513","3/20/2024 11:44","6.482"
"1514","3/20/2024 9:41","51.053","","1514","3/20/2024 11:44","6.481"
"1515","3/20/2024 9:42","51.051","","1515","3/20/2024 11:44","6.481"
"1516","3/20/2024 9:42","51.052","","1516","3/20/2024 11:44","6.482"
"1517","3/20/2024 9:42","51.052","","1517","3/20/2024 11:44","6.483"
"1518","3/20/2024 9:42","51.055","","1518","3/20/2024 11:44","6.481"
"1519","3/20/2024 9:42","51.051","","1519","3/20/2024 11:44","6.484"
"1520","3/20/2024 9:42","51.05","","1520","3/20/2024 11:44","6.482"
"1521","3/20/2024 9:42","51.052","","1521","3/20/2024 11:44","6.48"
"1522","3/20/2024 9:42","51.055","","1522","3/20/2024 11:44","6.483"
"1523","3/20/2024 9:42","51.051","","1523","3/20/2024 11:44","6.482"
"1524","3/20/2024 9:42","51.05","","1524","3/20/2024 11:44","6.48"
"1525","3/20/2024 9:42","51.052","","1525","3/20/2024 11:44","6.481"
"1526","3/20/2024 9:42","51.054","","1526","3/20/2024 11:44","6.482"
"1527","3/20/2024 9:42","51.051","","1527","3/20/2024 11:44","6.486"
"1528","3/20/2024 9:42","51.052","","1528","3/20/2024 11:44","6.485"
"1529","3/20/2024 9:42","51.053","","1529","3/20/2024 11:44","6.484"
"1530","3/20/2024 9:42","51.055","","1530","3/20/2024 11:44","6.484"
"1531","3/20/2024 9:42","51.054","","1531","3/20/2024 11:44","6.482"
"1532","3/20/2024 9:42","51.054","","1532","3/20/2024 11:44","6.484"
"1533","3/20/2024 9:42","51.055","","1533","3/20/2024 11:44","6.484"
"1534","3/20/2024 9:42","51.053","","1534","3/20/2024 11:44","6.485"
"1535","3/20/2024 9:42","51.053","","1535","3/20/2024 11:44","6.482"
"1536","3/20/2024 9:42","51.052","","1536","3/20/2024 11:44","6.487"
"1537","3/20/2024 9:42","51.053","","1537","3/20/2024 11:44","6.487"
"1538","3/20/2024 9:42","51.055","","1538","3/20/2024 11:44","6.487"
"1539","3/20/2024 9:42","51.054","","1539","3/20/2024 11:45","6.486"
"1540","3/20/2024 9:42","51.053","","1540","3/20/2024 11:45","6.486"
"1541","3/20/2024 9:42","51.054","","1541","3/20/2024 11:45","6.485"
"1542","3/20/2024 9:42","51.054","","1542","3/20/2024 11:45","6.483"
"1543","3/20/2024 9:42","51.054","","1543","3/20/2024 11:45","6.485"
"1544","3/20/2024 9:42","51.055","","1544","3/20/2024 11:45","6.482"
"1545","3/20/2024 9:42","51.056","","1545","3/20/2024 11:45","6.48"
"1546","3/20/2024 9:42","51.055","","1546","3/20/2024 11:45","6.482"
"1547","3/20/2024 9:42","51.055","","1547","3/20/2024 11:45","6.481"
"1548","3/20/2024 9:42","51.052","","1548","3/20/2024 11:45","6.481"
"1549","3/20/2024 9:42","51.053","","1549","3/20/2024 11:45","6.481"
"1550","3/20/2024 9:42","51.053","","1550","3/20/2024 11:45","6.482"
"1551","3/20/2024 9:42","51.053","","1551","3/20/2024 11:45","6.48"
"1552","3/20/2024 9:42","51.053","","1552","3/20/2024 11:45","6.484"
"1553","3/20/2024 9:42","51.052","","1553","3/20/2024 11:45","6.484"
"1554","3/20/2024 9:42","51.053","","1554","3/20/2024 11:45","6.484"
"1555","3/20/2024 9:42","51.055","","1555","3/20/2024 11:45","6.487"
"1556","3/20/2024 9:42","51.055","","1556","3/20/2024 11:45","6.488"
"1557","3/20/2024 9:42","51.051","","1557","3/20/2024 11:45","6.485"
"1558","3/20/2024 9:42","51.051","","1558","3/20/2024 11:45","6.486"
"1559","3/20/2024 9:42","51.054","","1559","3/20/2024 11:45","6.485"
"1560","3/20/2024 9:42","51.051","","1560","3/20/2024 11:45","6.485"
"1561","3/20/2024 9:42","51.048","","1561","3/20/2024 11:45","6.489"
"1562","3/20/2024 9:42","51.048","","1562","3/20/2024 11:45","6.485"
"1563","3/20/2024 9:42","51.048","","1563","3/20/2024 11:45","6.487"
"1564","3/20/2024 9:42","51.051","","1564","3/20/2024 11:45","6.486"
"1565","3/20/2024 9:42","51.052","","1565","3/20/2024 11:45","6.488"
"1566","3/20/2024 9:42","51.053","","1566","3/20/2024 11:45","6.487"
"1567","3/20/2024 9:42","51.05","","1567","3/20/2024 11:45","6.487"
"1568","3/20/2024 9:42","51.05","","1568","3/20/2024 11:45","6.484"
"1569","3/20/2024 9:42","51.052","","1569","3/20/2024 11:45","6.486"
"1570","3/20/2024 9:42","51.052","","1570","3/20/2024 11:45","6.486"
"1571","3/20/2024 9:42","51.052","","1571","3/20/2024 11:45","6.486"
"1572","3/20/2024 9:42","51.052","","1572","3/20/2024 11:45","6.487"
"1573","3/20/2024 9:42","51.051","","1573","3/20/2024 11:45","6.488"
